,Id,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,Neighborhood,OverallQual,OverallCond,YearRemodAdd,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseStyleint
696,697,4,50.0,6000,1,3,3,4,3,5,7,1950,6,2006,8,4,89000.0,1.0
697,698,3,57.0,6420,1,0,3,4,7,5,7,1952,9,2006,8,4,123500.0,1.0
698,699,3,65.0,8450,1,3,3,4,19,5,8,2009,4,2010,8,4,138500.0,1.0
699,700,1,59.0,4282,1,1,3,4,21,7,5,2004,7,2008,8,4,196000.0,1.0
700,701,3,85.0,14331,1,3,3,4,23,8,5,2002,5,2006,8,4,312500.0,1.0
701,702,3,80.0,9600,1,3,3,4,14,7,5,1969,7,2006,0,4,140000.0,1.0
702,703,3,82.0,12438,1,0,3,4,22,8,5,2006,7,2006,6,5,361919.0,2.0
703,704,4,76.0,7630,1,3,3,4,17,5,9,1996,5,2010,8,4,140000.0,2.0
704,705,3,70.0,8400,1,3,3,4,5,7,5,2005,5,2010,8,4,213000.0,1.0
705,706,4,70.0,5600,1,3,3,4,9,4,5,1950,7,2010,8,4,55000.0,2.0
706,707,3,69.25566076574722,115149,1,1,2,1,4,7,5,2002,6,2007,8,4,302000.0,1.0
707,708,3,48.0,6240,1,3,3,4,16,8,5,2006,12,2009,8,4,254000.0,1.0
708,709,3,65.0,9018,1,0,3,4,8,7,5,2007,7,2007,6,5,179540.0,2.0
709,710,3,69.25566076574722,7162,1,0,3,4,19,5,7,1966,12,2008,8,0,109900.0,1.0
710,711,3,56.0,4130,1,0,3,4,3,3,6,2003,7,2008,8,4,52000.0,1.0
711,712,0,66.0,8712,1,3,1,4,9,4,7,1950,1,2010,8,0,102776.0,1.75
712,713,3,40.0,4671,1,0,1,4,22,8,5,1989,10,2008,8,4,189000.0,1.0
713,714,3,60.0,9873,1,3,3,4,3,4,5,1970,5,2006,8,4,129000.0,1.0
714,715,3,69.25566076574722,13517,1,0,3,1,19,6,8,2005,3,2010,8,4,130500.0,2.0
715,716,3,78.0,10140,1,3,3,4,14,6,5,1974,8,2009,8,4,165000.0,1.0
716,717,4,60.0,10800,1,3,0,4,17,7,8,1998,7,2007,8,4,159500.0,2.0
717,718,3,80.0,10000,1,3,3,4,14,5,6,2000,11,2008,8,4,157000.0,1.0
718,719,3,96.0,10542,1,3,3,4,15,7,5,1994,8,2008,8,4,341000.0,2.0
719,720,3,69.0,9920,1,0,3,4,5,5,6,1969,5,2006,8,4,128500.0,1.0
720,721,3,69.25566076574722,6563,1,0,2,1,22,8,5,1985,12,2006,8,4,275000.0,1.0
721,722,4,69.25566076574722,4426,1,3,3,4,5,6,5,2004,5,2010,8,4,143000.0,1.0
722,723,3,70.0,8120,1,3,3,4,12,4,7,1970,7,2009,8,4,124500.0,1.0
723,724,3,60.0,8172,1,3,3,4,7,4,6,1972,5,2008,8,4,135000.0,1.75
724,725,3,86.0,13286,1,0,3,4,7,9,5,2008,2,2009,8,4,320000.0,1.0
725,726,3,60.0,6960,1,3,3,4,12,4,6,1970,11,2009,8,4,120500.0,1.0
726,727,3,69.25566076574722,21695,1,0,3,0,6,6,9,2007,12,2009,8,4,222000.0,1.0
727,728,3,64.0,7314,1,3,3,4,5,7,5,2007,2,2009,8,4,194500.0,1.0
728,729,3,85.0,11475,1,3,3,0,12,5,5,1958,7,2009,0,0,110000.0,1.0
729,730,4,52.0,6240,1,3,3,4,9,4,5,1950,1,2009,8,4,103000.0,1.75
730,731,3,39.0,5389,1,0,3,4,22,8,5,1996,3,2010,8,4,236500.0,1.0
731,732,3,73.0,9590,1,0,3,0,23,7,5,2003,5,2007,8,4,187500.0,1.5
732,733,3,75.0,11404,1,0,3,4,5,7,5,1999,7,2008,8,4,222500.0,2.0
733,734,3,80.0,10000,1,3,3,0,19,5,6,1983,3,2009,8,4,131400.0,1.0
734,735,3,69.25566076574722,8978,1,0,3,0,19,5,5,1968,5,2007,8,3,108000.0,1.0
735,736,4,60.0,10800,1,3,3,4,17,7,7,1970,10,2006,8,4,163000.0,2.5
736,737,3,60.0,8544,1,3,3,4,12,3,4,1950,7,2006,8,4,93500.0,1.0
737,738,3,72.0,10463,1,0,1,1,8,8,5,2005,6,2006,8,4,239900.0,2.0
738,739,3,60.0,10800,1,3,3,4,7,5,5,1988,3,2009,8,2,179000.0,1.0
739,740,3,65.0,9313,1,0,3,4,5,7,5,2004,4,2009,8,4,190000.0,2.0
740,741,4,60.0,9600,1,3,3,4,17,5,7,2002,5,2007,8,0,132000.0,2.0
741,742,3,65.0,6768,1,0,3,4,19,6,8,1996,5,2008,8,4,142000.0,1.0
742,743,3,65.0,8450,1,3,3,4,20,7,5,2001,12,2007,8,4,179000.0,1.0
743,744,3,70.0,12886,1,0,3,4,19,5,6,1999,10,2009,8,4,175000.0,1.5
744,745,3,41.0,5395,1,0,1,4,22,8,5,1993,10,2008,8,4,180000.0,1.0
745,746,3,69.25566076574722,8963,1,0,3,4,14,8,9,1996,7,2008,8,4,299800.0,2.0
746,747,3,69.25566076574722,8795,1,0,3,4,8,7,5,2000,4,2009,8,4,236000.0,2.0
747,748,4,65.0,11700,1,0,3,0,17,7,7,2003,5,2009,8,4,265979.0,2.0
748,749,3,59.0,10593,1,0,3,4,15,7,5,1996,3,2010,8,4,260400.0,1.0
749,750,3,50.0,8405,1,3,3,4,7,4,3,1950,4,2009,8,4,98000.0,1.75
750,751,4,55.0,8800,1,3,3,0,17,4,7,2004,6,2010,8,4,96500.0,1.75
751,752,3,69.25566076574722,7750,1,3,3,4,8,7,5,2003,8,2007,8,4,162000.0,2.0
752,753,3,79.0,9236,1,0,3,4,5,6,5,1997,7,2006,8,4,217000.0,1.0
753,754,3,80.0,10240,1,3,3,4,16,8,5,2005,3,2006,8,4,275500.0,2.0
754,755,3,61.0,7930,1,3,3,4,12,6,8,2005,7,2009,8,4,156000.0,1.0
755,756,1,34.0,3230,1,3,3,4,21,6,5,1999,3,2009,8,4,172500.0,2.0
756,757,3,68.0,10769,1,0,3,4,5,8,5,2007,4,2009,8,4,212000.0,2.0
757,758,3,69.25566076574722,11616,1,0,3,1,19,6,5,1978,4,2010,8,0,158900.0,2.0
758,759,1,24.0,2280,1,3,3,4,21,7,5,1999,8,2008,8,4,179400.0,2.0
759,760,3,65.0,12257,1,0,3,4,15,8,5,1995,11,2007,8,4,290000.0,2.0
760,761,3,70.0,9100,1,3,3,4,12,6,6,1959,10,2009,8,4,127500.0,1.0
761,762,4,60.0,6911,1,3,3,2,3,5,5,1950,10,2009,8,4,100000.0,1.0
762,763,1,72.0,8640,1,3,3,4,21,7,5,2009,6,2010,2,4,215200.0,2.0
763,764,3,82.0,9430,1,3,3,4,15,8,5,1999,7,2009,8,4,337000.0,2.0
764,765,3,30.0,9549,1,0,3,1,24,8,5,1996,4,2006,8,4,270000.0,1.0
765,766,3,75.0,14587,1,0,3,4,21,9,5,2008,8,2008,6,5,264132.0,1.0
766,767,3,80.0,10421,1,3,3,4,14,7,5,1988,3,2010,8,4,196500.0,2.0
767,768,3,75.0,12508,1,0,3,4,11,6,7,1985,7,2008,8,4,160000.0,1.75
768,769,3,70.0,9100,1,3,3,4,5,7,5,2005,10,2006,8,4,216837.0,1.0
769,770,3,47.0,53504,1,1,1,1,22,8,5,2003,6,2010,8,4,538000.0,2.0
770,771,3,69.25566076574722,7252,1,0,3,1,19,5,5,1982,4,2009,8,4,134900.0,1.5
771,772,3,67.0,8877,1,3,3,4,7,4,5,1951,4,2006,0,4,102000.0,1.0
772,773,3,94.0,7819,1,3,3,4,7,6,5,1976,3,2010,8,0,107000.0,1.5
773,774,3,70.0,10150,1,3,3,4,12,5,5,1958,7,2007,0,4,114500.0,1.0
774,775,3,110.0,14226,1,3,3,0,16,8,5,2006,7,2007,6,5,395000.0,1.0
775,776,4,32.0,4500,1,3,3,2,11,6,5,1998,6,2009,8,4,162000.0,1.0
776,777,3,86.0,11210,1,0,3,4,5,7,5,2006,7,2006,6,5,221500.0,1.0
777,778,3,100.0,13350,1,0,3,4,19,5,5,1974,6,2006,8,4,142500.0,1.0
778,779,2,60.0,8400,1,3,3,4,20,5,5,1977,10,2007,8,4,144000.0,1.0
779,780,3,78.0,10530,1,3,3,4,11,6,5,1977,5,2006,8,4,135000.0,1.5
780,781,3,63.0,7875,1,3,3,4,8,7,5,1996,6,2007,8,4,176000.0,1.0
781,782,3,65.0,7153,1,3,3,4,20,6,5,1992,7,2006,8,4,175900.0,2.0
782,783,3,67.0,16285,1,1,3,4,5,7,5,2002,6,2009,8,4,187100.0,1.0
783,784,3,69.25566076574722,9101,1,0,3,0,11,5,6,1978,7,2009,8,4,165500.0,1.5
784,785,4,35.0,6300,1,3,3,4,17,6,6,2001,6,2008,8,4,128000.0,2.5
785,786,3,69.25566076574722,9790,1,3,3,4,14,6,5,1967,9,2009,8,4,161500.0,1.0
786,787,4,60.0,10800,1,3,3,4,17,5,6,1950,6,2010,8,4,139000.0,1.75
787,788,3,76.0,10142,1,0,3,4,20,7,5,2004,1,2010,8,4,233000.0,2.0
788,789,4,50.0,6000,1,3,3,0,17,4,7,2000,8,2008,8,4,107900.0,1.0
789,790,3,69.25566076574722,12205,1,0,2,4,4,6,8,2007,7,2007,8,4,187500.0,2.0
790,791,3,43.0,3182,1,3,3,4,0,7,5,2006,9,2009,8,4,160200.0,1.0
791,792,3,69.25566076574722,11333,1,0,3,0,11,6,5,1976,5,2007,8,4,146800.0,1.5
792,793,3,92.0,9920,1,0,3,1,15,7,5,1997,6,2007,8,4,269790.0,2.0
793,794,3,76.0,9158,1,3,3,4,21,8,5,2007,6,2007,6,5,225000.0,1.0
794,795,3,69.25566076574722,10832,1,0,3,0,8,7,5,1996,10,2008,8,4,194500.0,2.0
795,796,3,70.0,8400,1,3,3,4,20,6,6,1981,4,2010,8,4,171000.0,2.0
796,797,3,71.0,8197,1,3,3,4,19,6,5,1977,4,2007,8,4,143500.0,1.0
797,798,3,57.0,7677,1,3,3,4,12,5,5,1953,4,2008,8,0,110000.0,1.0
798,799,3,104.0,13518,1,3,3,4,16,9,5,2009,7,2009,6,5,485000.0,2.0
799,800,3,60.0,7200,1,3,3,0,18,5,7,1950,6,2007,8,4,175000.0,1.75
800,801,3,79.0,12798,1,0,1,4,4,6,5,1997,5,2008,8,4,200000.0,2.0
801,802,4,40.0,4800,1,3,3,4,9,4,7,1990,7,2007,8,4,109900.0,1.0
802,803,3,63.0,8199,1,3,3,4,5,7,5,2005,10,2008,8,4,189000.0,2.0
803,804,3,107.0,13891,1,3,3,4,16,9,5,2009,1,2009,6,5,582933.0,2.0
804,805,3,75.0,9000,1,3,3,4,12,5,5,1954,6,2006,8,3,118000.0,1.0
805,806,3,91.0,12274,1,0,3,2,21,7,5,2008,7,2008,6,5,227680.0,1.0
806,807,3,75.0,9750,1,3,3,4,12,5,5,1967,10,2006,8,4,135500.0,1.5
807,808,3,144.0,21384,1,3,3,4,3,5,6,2004,5,2009,8,4,223500.0,2.0
808,809,3,85.0,13400,1,3,3,4,12,5,5,1966,6,2006,8,4,159950.0,1.5
809,810,4,90.0,8100,1,3,3,0,17,5,5,1965,11,2009,8,4,106000.0,2.5
810,811,3,78.0,10140,1,3,3,4,14,6,6,1999,1,2006,8,4,181000.0,1.0
811,812,4,69.25566076574722,4438,1,3,3,4,5,6,5,2004,6,2008,3,4,144500.0,1.0
812,813,0,66.0,8712,0,3,0,4,9,5,5,1952,6,2010,8,2,55993.0,1.0
813,814,3,75.0,9750,1,3,3,4,12,6,6,1958,4,2007,0,4,157900.0,1.0
814,815,3,45.0,8248,1,3,3,4,7,5,7,1950,7,2006,8,4,116000.0,1.75
815,816,3,48.0,12137,1,1,3,1,5,7,5,1998,5,2010,8,4,224900.0,1.0
816,817,3,69.25566076574722,11425,1,0,3,0,12,5,6,1954,7,2006,8,4,137000.0,1.0
817,818,3,69.25566076574722,13265,1,0,3,1,11,8,5,2002,7,2008,8,4,271000.0,1.0
818,819,3,80.0,8816,1,3,3,4,4,6,7,1971,6,2010,8,4,155000.0,1.5
819,820,3,44.0,6371,1,0,3,4,16,7,5,2010,6,2010,6,5,224000.0,1.0
820,821,3,72.0,7226,1,0,3,1,5,7,5,2003,6,2008,8,4,183000.0,2.0
821,822,4,60.0,6000,1,3,0,4,17,4,4,1953,2,2009,8,4,93000.0,1.0
822,823,3,69.25566076574722,12394,1,0,3,0,8,7,5,2003,10,2007,8,3,225000.0,2.0
823,824,3,60.0,9900,1,3,3,4,18,6,7,1950,7,2009,8,4,139500.0,1.75
824,825,1,81.0,11216,1,3,3,4,21,8,5,2006,6,2006,6,5,232600.0,1.0
825,826,3,114.0,14803,1,3,3,4,16,10,5,2008,6,2008,6,5,385000.0,1.0
826,827,4,50.0,6130,1,3,3,4,3,5,6,1950,5,2008,8,4,109500.0,1.5
827,828,3,65.0,8529,1,0,3,4,20,7,5,2001,4,2009,8,4,189000.0,1.0
828,829,3,69.25566076574722,28698,1,1,2,1,4,5,5,1967,6,2009,8,0,185000.0,2.0
829,830,1,24.0,2544,1,3,3,4,21,7,5,2005,7,2006,8,4,147400.0,2.0
830,831,3,80.0,11900,1,0,3,0,12,6,5,1957,6,2008,8,4,166000.0,1.0
831,832,1,30.0,3180,1,3,3,4,21,7,5,2005,6,2006,8,4,151000.0,2.0
832,833,3,44.0,9548,1,0,3,1,5,7,6,2003,1,2010,8,4,237000.0,2.0
833,834,3,100.0,10004,1,3,3,4,12,6,6,1964,2,2009,8,4,167000.0,1.0
834,835,3,75.0,7875,1,3,3,4,12,5,6,1961,9,2008,8,4,139950.0,1.0
835,836,3,60.0,9600,1,3,3,4,19,4,7,1995,2,2010,8,4,128000.0,1.0
836,837,4,90.0,8100,1,3,3,4,17,5,6,1973,6,2007,0,4,153500.0,1.0
837,838,4,21.0,1680,1,3,3,4,2,6,5,1973,11,2008,8,4,100000.0,2.0
838,839,3,75.0,9525,1,3,3,4,5,5,6,2006,6,2008,8,4,144000.0,1.0
839,840,3,70.0,11767,1,3,3,4,7,5,6,1995,5,2008,8,4,130500.0,1.75
840,841,2,69.25566076574722,12155,1,0,3,4,18,6,8,1950,3,2008,8,4,140000.0,2.0
841,842,4,60.0,10440,1,3,3,4,17,5,8,2002,6,2008,8,4,157500.0,2.0
842,843,3,82.0,9020,1,3,3,4,12,6,7,1966,5,2008,8,4,174900.0,1.5
843,844,3,80.0,8000,1,3,3,0,12,5,4,1961,7,2007,8,4,141000.0,1.0
844,845,4,100.0,12665,1,0,3,4,17,5,8,1950,6,2008,8,4,153900.0,1.75
845,846,3,69.25566076574722,16647,1,0,3,1,19,5,5,1981,1,2007,8,4,171000.0,1.5
846,847,3,75.0,9317,1,3,3,4,20,7,5,1993,7,2009,8,4,213000.0,2.0
847,848,3,36.0,15523,1,0,3,1,5,5,6,1972,8,2009,8,4,133500.0,1.0
848,849,3,75.0,45600,1,1,0,4,4,6,8,1997,9,2008,8,4,240000.0,1.75
849,850,3,80.0,9600,1,3,3,2,24,6,7,1994,8,2007,8,4,187000.0,1.5
850,851,4,36.0,4435,1,3,3,4,5,6,5,2003,11,2007,8,4,131500.0,1.0
851,852,3,69.25566076574722,3196,1,3,3,4,0,8,5,2003,5,2006,8,4,215000.0,1.0
852,853,3,53.0,7128,1,3,3,4,6,7,5,1950,8,2007,8,4,164000.0,2.5
853,854,3,69.25566076574722,12095,1,0,3,0,12,6,6,1964,8,2009,8,4,158000.0,1.5
854,855,3,102.0,17920,1,3,3,4,19,5,4,1974,7,2006,8,0,170000.0,1.0
855,856,3,69.25566076574722,6897,1,0,3,0,19,5,8,2010,4,2010,8,4,127000.0,1.0
856,857,3,69.25566076574722,10970,1,0,2,4,5,6,6,1978,10,2008,8,4,147000.0,1.5
857,858,3,65.0,8125,1,3,3,4,8,6,5,1995,3,2009,8,4,174000.0,2.0
858,859,3,80.0,10400,1,3,3,4,14,7,5,1976,6,2009,8,3,152000.0,1.0
859,860,3,69.25566076574722,11029,1,0,3,0,14,6,7,1984,8,2006,8,4,250000.0,2.0
860,861,3,55.0,7642,1,3,3,0,6,7,8,1998,6,2007,8,4,189950.0,1.75
861,862,3,75.0,11625,1,3,3,4,19,5,4,1965,4,2010,8,4,131500.0,1.0
862,863,3,81.0,9672,1,3,3,0,20,6,5,1985,5,2010,8,4,152000.0,1.0
863,864,3,70.0,7931,1,3,3,4,12,5,5,1959,7,2009,8,4,132500.0,1.0
864,865,1,72.0,8640,1,3,3,4,21,7,5,2008,5,2008,6,5,250580.0,1.0
865,866,3,69.25566076574722,8750,1,0,3,4,12,5,6,1970,8,2009,8,4,148500.0,1.0
866,867,3,67.0,10656,1,0,1,4,23,8,5,2007,11,2007,6,5,248900.0,1.0
867,868,3,85.0,6970,1,3,3,0,19,4,5,1961,5,2007,8,4,129000.0,1.0
868,869,3,69.25566076574722,14762,1,1,3,0,8,5,6,1950,5,2006,8,4,169000.0,2.0
869,870,3,80.0,9938,1,3,3,4,20,7,5,1994,6,2010,8,4,236000.0,2.0
870,871,3,60.0,6600,1,3,3,4,12,5,5,1962,8,2009,8,4,109500.0,1.0
871,872,3,70.0,8750,1,3,3,4,5,6,5,1998,6,2010,8,4,200500.0,2.0
872,873,3,74.0,8892,1,3,3,0,12,5,7,1996,10,2008,8,4,116000.0,1.0
873,874,3,60.0,12144,1,3,3,4,12,5,7,1950,9,2009,8,4,133000.0,1.0
874,875,4,52.0,5720,1,3,3,4,17,5,6,1950,8,2009,8,0,66500.0,1.75
875,876,1,75.0,9000,1,3,3,4,21,8,5,2007,8,2007,6,5,303477.0,2.0
876,877,3,94.0,25286,1,3,1,4,11,4,5,1963,1,2007,8,4,132250.0,1.0
877,878,3,74.0,8834,1,3,3,4,16,9,5,2005,6,2009,8,4,350000.0,2.0
878,879,3,88.0,11782,1,0,3,4,19,5,7,1995,6,2010,8,4,148000.0,1.5
879,880,3,69.25566076574722,7000,1,0,3,1,5,5,8,2005,7,2009,8,4,136500.0,1.0
880,881,3,60.0,7024,1,3,3,4,7,5,5,2006,6,2007,8,4,157000.0,1.0
881,882,3,44.0,13758,1,0,3,1,23,7,5,1991,4,2007,8,4,187500.0,1.75
882,883,3,69.25566076574722,9636,1,0,3,0,8,6,5,1993,12,2009,8,4,178000.0,2.0
883,884,3,60.0,6204,1,3,0,4,18,4,5,1950,3,2006,8,4,118500.0,2.75
884,885,3,65.0,7150,1,3,3,4,12,5,5,1967,7,2009,8,4,100000.0,1.0
885,886,1,50.0,5119,1,0,3,1,21,9,5,2000,1,2008,1,0,328900.0,1.0
886,887,3,70.0,8393,1,3,3,0,12,5,5,2005,6,2006,8,3,145000.0,1.0
887,888,3,59.0,16466,1,0,3,4,7,5,7,1955,4,2008,8,4,135500.0,1.75
888,889,3,95.0,15865,1,0,3,4,12,8,6,1970,10,2007,8,4,268000.0,1.0
889,890,3,128.0,12160,1,3,3,4,12,6,4,1953,2,2009,8,4,149500.0,1.0
890,891,3,60.0,8064,1,3,3,0,12,5,7,2006,7,2007,8,4,122900.0,1.75
891,892,3,70.0,11184,1,3,3,4,19,6,5,1978,7,2009,8,4,172500.0,2.0
892,893,3,70.0,8414,1,3,3,4,19,6,8,2003,2,2006,8,4,154500.0,1.0
893,894,3,69.25566076574722,13284,1,3,3,4,19,5,5,1954,6,2008,8,4,165000.0,1.0
894,895,3,64.0,7018,1,3,0,4,20,5,5,1979,6,2009,8,2,118858.0,1.0
895,896,3,71.0,7056,1,3,3,4,12,6,5,1963,10,2008,8,4,140000.0,2.0
896,897,4,50.0,8765,1,3,3,4,9,4,6,1950,4,2006,8,0,106500.0,1.0
897,898,3,64.0,7018,1,3,3,4,20,5,5,1979,6,2009,8,2,142953.0,2.0
898,899,3,100.0,12919,1,0,3,4,16,9,5,2010,3,2010,6,5,611657.0,1.0
899,900,3,65.0,6993,1,3,3,4,19,5,7,1994,6,2006,8,4,135000.0,1.0
900,901,3,69.25566076574722,7340,1,0,3,4,12,4,6,1971,6,2007,8,4,110000.0,1.0
901,902,3,64.0,8712,1,0,3,4,12,5,7,2000,5,2009,8,4,153000.0,1.0
902,903,3,63.0,7875,1,3,3,4,8,7,5,2003,7,2006,8,4,180000.0,2.0
903,904,3,50.0,14859,1,0,1,1,8,7,5,2006,8,2006,6,5,240000.0,1.0
904,905,3,69.25566076574722,6173,1,0,3,4,19,5,6,1967,8,2007,8,4,125500.0,1.0
905,906,3,80.0,9920,1,3,3,4,12,5,5,1954,2,2010,8,4,128000.0,1.0
906,907,3,116.0,13501,1,0,3,0,21,8,5,2006,6,2007,8,4,255000.0,1.0
907,908,3,86.0,11500,1,0,3,4,6,7,7,1987,6,2006,8,4,250000.0,1.75
908,909,3,69.25566076574722,8885,1,0,2,4,11,5,5,1983,6,2006,8,4,131000.0,1.0
909,910,3,149.0,12589,1,1,3,4,8,6,5,2005,6,2009,8,4,174000.0,2.0
910,911,3,80.0,11600,1,3,3,0,12,5,5,1960,1,2010,8,4,154300.0,2.0
911,912,3,69.25566076574722,9286,1,0,3,1,5,5,7,1989,10,2009,8,4,143500.0,1.0
912,913,4,51.0,6120,1,3,3,4,3,5,7,1950,7,2006,8,0,88000.0,1.0
913,914,2,82.0,6270,1,3,1,4,6,5,6,1950,8,2007,8,4,145000.0,2.0
914,915,1,30.0,3000,1,3,3,4,21,6,5,2009,6,2009,6,5,173733.0,2.0
915,916,4,21.0,2001,1,3,3,4,10,4,5,1970,1,2007,8,4,75000.0,2.0
916,917,0,50.0,9000,1,3,3,4,9,2,3,1950,10,2006,8,0,35311.0,1.0
917,918,3,69.25566076574722,17140,1,3,3,4,7,4,6,1956,4,2009,8,4,135000.0,1.0
918,919,3,103.0,13125,1,0,3,0,20,7,5,1991,11,2007,8,4,238000.0,2.0
919,920,3,87.0,11029,1,0,3,0,12,6,8,2002,5,2008,8,4,176500.0,1.0
920,921,3,70.0,8462,1,0,3,4,20,6,5,1994,7,2007,8,4,201000.0,2.0
921,922,3,67.0,8777,1,3,3,4,7,5,7,2003,9,2008,8,4,145900.0,1.75
922,923,3,65.0,10237,1,3,3,4,8,6,5,2006,10,2006,6,5,169990.0,1.0
923,924,3,50.0,8012,1,3,3,4,20,6,5,1994,7,2008,8,4,193000.0,1.0
924,925,3,79.0,10240,1,3,3,4,14,6,6,1980,5,2006,8,4,207500.0,1.0
925,926,3,69.25566076574722,15611,1,0,3,0,14,5,6,1977,3,2008,8,0,175000.0,1.0
926,927,3,93.0,11999,1,3,3,4,16,8,5,2004,5,2007,8,4,285000.0,2.0
927,928,3,69.25566076574722,9900,1,3,3,4,14,7,5,1968,4,2008,8,4,176000.0,2.0
928,929,3,69.25566076574722,11838,1,3,3,4,5,8,5,2001,6,2009,8,4,236500.0,1.0
929,930,3,69.25566076574722,13006,1,0,3,0,8,7,5,1997,11,2006,8,4,222000.0,2.0
930,931,3,73.0,8925,1,0,1,4,23,8,5,2007,7,2009,8,4,201000.0,1.0
931,932,3,70.0,9100,1,3,3,4,12,5,6,1965,7,2009,8,4,117500.0,1.0
932,933,3,84.0,11670,1,0,3,0,21,9,5,2006,3,2007,8,4,320000.0,1.0
933,934,3,63.0,8487,1,3,3,2,5,7,5,2004,8,2009,8,4,190000.0,1.0
934,935,3,313.0,27650,1,1,1,4,12,7,7,2007,11,2008,8,4,242000.0,1.0
935,936,3,52.0,5825,1,0,3,4,3,4,5,1953,6,2006,8,4,79900.0,1.0
936,937,3,67.0,10083,1,3,3,4,20,7,5,2003,8,2009,8,4,184900.0,1.0
937,938,3,75.0,9675,1,3,3,4,21,7,5,2005,2,2009,8,4,253000.0,2.0
938,939,3,73.0,8760,1,3,3,4,5,7,5,2006,8,2006,6,5,239799.0,2.0
939,940,3,69.25566076574722,24090,1,3,3,4,4,7,7,1950,6,2010,0,4,244400.0,2.0
940,941,3,55.0,12640,1,0,3,4,11,6,5,1976,7,2006,8,4,150900.0,1.0
941,942,3,69.25566076574722,8755,1,0,3,2,8,7,5,1999,6,2009,8,4,214000.0,2.0
942,943,3,42.0,7711,1,0,3,4,7,4,3,1977,8,2007,7,0,150000.0,1.0
943,944,3,100.0,25000,1,3,2,4,11,5,4,1967,6,2007,8,4,143000.0,1.0
944,945,3,69.25566076574722,14375,1,0,3,1,23,6,6,1958,1,2009,0,0,137500.0,1.5
945,946,4,98.0,8820,1,3,3,0,17,5,6,1996,9,2009,8,4,124900.0,1.75
946,947,3,70.0,8163,1,3,3,4,12,5,6,1959,3,2006,8,4,143000.0,1.5
947,948,3,85.0,14536,1,3,3,4,23,8,5,2003,11,2007,8,4,270000.0,1.0
948,949,3,65.0,14006,1,0,3,4,5,7,5,2002,2,2006,8,4,192500.0,2.0
949,950,3,78.0,9360,1,3,3,4,14,6,7,2006,3,2010,8,4,197500.0,1.0
950,951,3,60.0,7200,1,3,3,4,12,5,8,2002,7,2007,8,4,129000.0,1.0
951,952,2,60.0,7800,1,3,3,0,20,5,5,1965,7,2006,8,0,119900.0,1.0
952,953,3,60.0,7200,1,3,3,4,5,5,8,2003,4,2009,8,4,133900.0,1.5
953,954,3,69.25566076574722,11075,1,0,3,4,11,5,4,1969,9,2008,8,4,172000.0,2.0
954,955,3,35.0,9400,1,0,3,1,7,6,5,1975,10,2006,8,1,127500.0,1.5
955,956,2,82.0,7136,1,0,1,4,6,6,6,1950,8,2007,8,4,145000.0,2.0
956,957,4,24.0,1300,1,3,3,4,1,6,6,1980,5,2009,8,4,124000.0,2.0
957,958,3,70.0,7420,1,3,3,4,19,5,5,1962,4,2007,8,4,132000.0,1.0
958,959,3,65.0,8450,1,3,3,4,5,7,5,2003,10,2007,8,4,185000.0,1.0
959,960,1,24.0,2572,1,3,3,2,21,7,5,1999,5,2010,8,4,155000.0,2.0
960,961,3,50.0,7207,1,0,3,4,3,5,7,2008,2,2010,8,4,116500.0,1.0
961,962,3,69.25566076574722,12227,1,0,3,0,14,6,7,1995,7,2008,8,4,272000.0,2.0
962,963,3,24.0,2308,1,3,3,0,13,6,6,1976,7,2007,8,4,155000.0,2.0
963,964,3,122.0,11923,1,0,3,0,5,9,5,2007,5,2009,8,4,239000.0,1.0
964,965,3,80.0,11316,1,3,3,0,23,7,5,2003,2,2010,8,4,214900.0,2.0
965,966,3,65.0,10237,1,3,3,4,8,6,5,2007,7,2007,6,5,178900.0,2.0
966,967,3,130.0,9600,1,0,1,4,6,5,7,1950,6,2009,8,4,160000.0,1.75
967,968,3,69.25566076574722,7390,1,0,3,4,12,5,7,1955,7,2008,8,4,135000.0,1.0
968,969,4,50.0,5925,1,3,3,4,17,3,6,1950,5,2009,8,0,37900.0,1.75
969,970,3,75.0,10382,1,3,3,4,12,6,5,1958,3,2006,3,4,140000.0,1.5
970,971,3,60.0,10800,1,3,3,4,12,4,4,1950,12,2006,8,0,135000.0,1.75
971,972,3,36.0,2268,1,3,3,4,16,7,5,2004,7,2009,8,4,173000.0,2.0
972,973,3,55.0,7892,1,3,3,4,20,6,5,1979,4,2010,8,4,99500.0,1.0
973,974,1,95.0,11639,1,3,3,0,21,7,5,2008,12,2008,6,5,182000.0,1.0
974,975,3,60.0,11414,1,0,3,0,3,7,8,1993,10,2009,8,4,167500.0,2.0
975,976,1,69.25566076574722,2651,1,3,3,2,21,7,5,2000,4,2006,8,4,165000.0,2.0
976,977,3,51.0,5900,1,0,0,4,3,4,7,1958,8,2006,8,4,85500.0,1.0
977,978,1,35.0,4274,1,0,3,4,21,7,5,2007,11,2007,6,5,199900.0,1.0
978,979,3,68.0,9450,1,3,0,4,7,4,5,1954,5,2007,8,0,110000.0,1.0
979,980,3,80.0,8816,1,3,3,0,19,5,6,1963,6,2009,8,4,139000.0,1.0
980,981,3,69.25566076574722,12122,1,0,3,0,12,7,9,2007,7,2008,8,4,178400.0,1.5
